order,Questions / Comments of editors,Changes observed by editors,ID previous,ID new,Format version ID (when introduced),Field Name (de),Field Name (en),Element/Attribute Name,Technically Required,Occ.,Datatype,Original ILCD Format Definition (en),Definition (de),InData Definition (en),Further explanations (EN),InData compliance CP-2020,ECO Platform conformity,ÖKOBAUDAT conformity,Deviation to ILCD format definition (see FAQ),Extension of ILCD format,InData Compliance Construction Products CPEN2020,eDoc ID,Example of expected information in the field,EN15804+A2 mapping (chapter number),EN15804+A2 required information,ISO 22057 mapping (GUID),ISO 22057 required information,ISO 21930 mapping,ISO 21930 required information,Indent,Path
168.0,,none,B3.2,C.4.1.2,v1.0,Prüfungsdetails,Review details,reviewDetails,r,"[0,1]",FTMultiLang,"Summary of the review. All the following items should be explicitly addressed: Representativeness, completeness, and precision of Inputs and Outputs for the process in its documented location, technology and time i.e. both completeness of technical model (product, waste, and elementary flows) and completeness of coverage of the relevant problem fields (environmental, human health, resource use) for this specific good, service, or process. Plausibility of data. Correctness and appropriateness of the data set documentation. Appropriateness of system boundaries, cut-off rules, LCI modelling choices such as e.g. allocation, consistency of included processes and of LCI methodology. If the data set comprises pre-calculated LCIA results, the correspondence of the Input and Output elementary flows (including their geographical validity) with the applied LCIA method(s) should be addressed by the reviewer. An overall quality statement on the data set may be included here.",Zusammenfassung der Prüfergebnisse (Verifizierung oder critical review) falls von allgemeinem Interesse,Compilation of review results (verification or critical review) if of general interest,,o,EN 15804+A2: table 5,EN 15804+A2: table 5,semantic,,,1-3-20-84,,,,,,,,2,modellingAndValidation/validation/reviewDetails
169.0,,,B3.3,C.4.1.3,v1.0,Name von Prüfer und Prüfinstitution,Reviewer name and institution,referenceToNameOfReviewerAndInstitution,r,"[0,n]",GlobalReferenceType,"""Contact data set"" of reviewer. The full name of reviewer(s) and institution(s) as well as a contact address and/or email should be provided in that contact data set.","""Contact""-Datensatz zur Person und Organisation, welche die Prüfung durchgeführt hat","""Contact data set"" of reviewer(s) and reviewing institution(s)",,o,EN 15804+A2: chapter 7.1 e & table 2 line 2,EN 15804+A2: chapter 7.1 e & table 2 line 2,,,,1-3-20-87,"LBP-GaBi / PE International /  IBP-GaBi +
GaBi bug forum / GaBi user  +
forum / GaBi user community",7.1 e & T2 L2,"Name of the program, address of the program operator, and, where available and relevant, the logo and web address +
 +
Type of review",1VuTNpq795DfPt7dqfztsB (verifier) 3GsHjd29n0RANH_H9Y6vct (verifier's organisation),"The name of the reviewer is stated in the referenced contact dataset under [name], their organisation in a nested contact under [name] dataset referenced therein under [referenceToContact]",,,2,modellingAndValidation/validation/referenceToNameOfReviewerAndInstitution
170.0,,none,B3.4,C.4.1.4,v1.0,vollständiger Prüfbericht,Complete review report,referenceToCompleteReviewReport,r,"[0,1]",GlobalReferenceType,"""Source data set"" of the complete review report.","""Source""-Datensatz mit dem vollständigen Prüfbericht falls von allgemeinem Interesse","""Source data set"" of the complete review report if of general interest.",,o,,,,,,1-3-20-89,,,,,,,,2,modellingAndValidation/validation/referenceToCompleteReviewReport
171.0,,,new,C.4.2,v1.0,Anderer Inhalt,Other content,other,o,"[0,1]",,May contain arbitrary content.,,~,,o,,,,,,0,,,,,,,,2,modellingAndValidation/validation/other
172.0,,,B4,C.5,v1.0,Konformitätsdeklarationen,Compliance declarations,complianceDeclarations,r,"[0,1]",,"Statements on compliance of several data set aspects with compliance requirements as defined by the referenced compliance system (e.g. an EPD scheme, handbook of a national or international data network such as the ILCD, etc.).","Hier können Normen und/oder Compliance-Systeme angeführt werden, mit denen der Datensatz konform ist. In der Regel wird für EN 15804-konforme EPDs hier ein Verweis auf einen ""Source""-Datensatz der EN 15804 angehängt werden","Standard(s) and/or compliance that are declared to be met by the data set. For EN 15804 compliant datasets, usually a reference to the ""Source"" dataset of the EN 15804 will be given",,,,,,,,2022-03-01 00:00:00,,,,,,,,1,modellingAndValidation/complianceDeclarations
173.0,,,new,B.5.1,v1.0,Konformität,Compliance,compliance,r,"[1,n]",,one compliance declaration,eine Konformitätsdeklaration,~,,m,,,,,,1-3-22-1,,,,,,,,2,modellingAndValidation/complianceDeclarations/compliance
174.0,,,B4.1,B.5.1.1,v1.0,Name des Konformitätssystems,Compliance system name,referenceToComplianceSystem,r,"[1,1]",GlobalReferenceType,"""Source data set"" of the ""Compliance system"" that is declared to be met by the data set.","""Source""-Datensatz des Konformitätssystems","Standard(s) and/or compliance system(s) that are declared to be met by the data set (e.g. EN 15804, EN 16485). The appropriate PCR shall be referred to in the data field 'LCA methodology report'.",,m,EN 15804+A2: table 2 line 1,EN 15804+A2: table 2 line 1,minor,,"For construction products data must be in conformity with EN 15804-A2, hence EN 15804-A2 must be referenced.",1-3-22-90,"ISO 14025 EN 15804 ISO 21930 +
InData-CPEN2019",T2 L1,PCR reference,,,,,2,modellingAndValidation/complianceDeclarations/referenceToComplianceSystem
175.0,,,new,B.5.2,v1.0,Anderer Inhalt,Other content,other,o,"[0,1]",,May contain arbitrary content.,,~,,o,,,,,,0,,,,,,,,2,modellingAndValidation/complianceDeclarations/other
176.0,,,C,D,v1.0,Administrative Informationen,Administrative information,administrativeInformation,r,"[0,1]",,Information on data set management and administration.,Informationen zu Datensatzmanagement und -administration,~,,,,,,,,2025-05-01 00:00:00,,,,,,,,1,modellingAndValidation/administrativeInformation
177.0,,,C1,D.1,v1.2,Auftraggeber und Ziel,Commissioner and goal,commissionerAndGoal,r,"[0,1]",,Basic information about goal and scope of the data set.,,~,,,,,,,,2024-05-01 00:00:00,,,,,,,,1,modellingAndValidation/commissionerAndGoal
178.0,,,C1.1,D.1.1,v1.2,Auftraggeber,Commissioner of data set,referenceToCommissioner,r,"[0,n]",GlobalReferenceType,"""Contact data set"" of the commissioner / financing party of the data collection / compilation and of the data set modelling. For groups of commissioners, each single organisation should be named. For data set updates and for direct use of data from formerly commissioned studies, also the original commissioner should be named.",[needs translation],~,,o,EN 15804+A2: chapter 7.1 a,EN 15804+A2: chapter 7.1 a,,,,1-5-24-96,BBSR,7.1 a,Name and address of the manufacturer(s),,,,,2,modellingAndValidation/commissionerAndGoal/referenceToCommissioner
179.0,,,C1.2,D.1.2,v1.2,Projekt,Project,project,o,"[0,1]",StringMultiLang,"Project within which the data set was modelled in its present version. [Note: If the project was published e.g. as a report, this can be referenced in the ""Publication of data set in:"" field in the ""Publication and ownership"" sub-section.",[needs translation],(Construction) project within which the EPD was generated.,,o,,,minor,,,1-5-24-97,"This EPD has been created +
specifically for a tunnel project in Northern Norway.",,,0HDajCo4z5ceHjuLiivf0A,,,,2,modellingAndValidation/commissionerAndGoal/project
180.0,,,C1.3,D.1.3,v1.2,Anwendungen,Intended applications,intendedApplications,r,"[0,1]",FTMultiLang,"Documentation of the intended application(s) of data collection and data set modelling. This indicates / includes information on the level of detail, the specifidity, and the quality ambition in the effort.",[needs translation],~,,o,,,,,,1-5-24-98,,,,,,,,2,modellingAndValidation/commissionerAndGoal/intendedApplications
181.0,,,new,D.1.4,v1.2,Anderer Inhalt,Other content,other,o,"[0,1]",,May contain arbitrary content.,,~,,o,,,,,,0,,,,,,,,2,modellingAndValidation/commissionerAndGoal/other
182.0,,,new,D.2,v1.2,Generierer/Modellierer des Datensatzes,Data set generator / modeller,dataGenerator,r,"[0,1]",,"Expert(s), that compiled and modelled the data set as well as internal administrative information linked to the data generation activity.",,~,,,,,,,,2026-05-01 00:00:00,,,,,,,,1,modellingAndValidation/dataGenerator
183.0,,Field previously after 'Data entry by,C2.3,D.2.1,v1.2,Generierer/Modellierer des Datensatzes,Data set generator / modeller,referenceToPersonOrEntityGeneratingTheDataSet,r,"[0,n]",GlobalReferenceType,"""Contact data set"" of the person(s), working group(s), organisation(s) or database network, that generated the data set, i.e. being responsible for its correctness regarding methods, inventory, and documentative information.",[needs translation],~,,m,,,,,replaces 43 'Data entry by',1-5-26-99,Gerald Newman,,,,,,,2,modellingAndValidation/dataGenerator/referenceToPersonOrEntityGeneratingTheDataSet
184.0,,,new,D.2.2,v1.2,Anderer Inhalt,Other content,other,o,"[0,1]",,May contain arbitrary content.,,~,,o,,,,,,0,,,,,,,,2,modellingAndValidation/dataGenerator/other
185.0,,,C2,D.3,v1.0,Dateneingabe,Data entry by,dataEntryBy,r,"[0,1]",,"Staff or entity, that documented the generated data set, entering the information into the database; plus administrative information linked to the data entry activity.",Informationen zur Dateneingabe,~,,,,,,,,2028-05-01 00:00:00,,,,,,,,1,modellingAndValidation/dataEntryBy
186.0,,none,C2.1,D.3.1,v1.0,Zeitstempel (zuletzt gespeichert),Time stamp (last saved),timeStamp,r,"[0,1]",dateTime,"Date and time stamp of data set generation, typically an automated entry (""last saved"").",Zeitstempel der letzten Änderung des Datensatzes,~,,m,,,,,,1-5-28-104,"2014-08- +
08T15:24:23.515+02:00",,,,,,,2,modellingAndValidation/dataEntryBy/timeStamp
187.0,,,C2.2,D.3.2,v1.0,Datenformat,Data set format(s),referenceToDataSetFormat,r,"[0,n]",GlobalReferenceType,"""Source data set"" of the used version of the ILCD format. If additional data format fields have been integrated into the data set file, using the ""namespace"" option, the used format namespace(s) are to be given. This is the case if the data sets carries additional information as specified by other, particular LCA formats, e.g. of other database networks or LCA softwares.","""Source""-Datensatz der verwendeten ILCD-Formatversion",~,"EPD datasets must reference the ""Source"" dataset of the EPD format extensions.",m,,,,,,1-5-28-105,"ILCD format 1.1 +
EPD Data Format Extensions",,,,,,,2,modellingAndValidation/dataEntryBy/referenceToDataSetFormat
188.0,,,new,D.3.3,v1.0,Anderer Inhalt,Other content,other,o,"[0,1]",,May contain arbitrary content.,,~,,o,,,,,,0,,,,,,,,2,modellingAndValidation/dataEntryBy/other
189.0,,,C3,D.4,v1.0,Veröffentlichung und Eigentümer,Publication and ownership,publicationAndOwnership,r,"[0,1]",,Information related to publication and version management of the data set including copyright and access restrictions.,Informationen zur Veröffentlichung und Version des Datensatzes,~,,,,,,,,1930-05-01 00:00:00,,,,,,,,1,modellingAndValidation/publicationAndOwnership
190.0,,,C3.2,D.4.1,v1.0,Datensatzversion,Data set version,dataSetVersion,m,"[1,1]",Version,"Version number of data set. First two digits refer to major updates, the second two digits to minor revisions and error corrections etc. The third three digits are intended for automatic and internal counting of versions during data set development. Together with the data set's UUID, the ""Data set version"" uniquely identifies each data set.",Versionsnummer des Datensatzes,~,Find further explanations in FAQ.,m,,,,,,1-5-30-111,00.03.000,,,,,,,2,modellingAndValidation/publicationAndOwnership/dataSetVersion
191.0,,old definition was replaced by ILCD+EPD original,C3.3,D.4.2,v1.2,Vorhergehende Datensatzversion,Preceding data set version,referenceToPrecedingDataSetVersion,o,"[0,n]",GlobalReferenceType,"Last preceding data set, which was replaced by this version. Either a URI of that data set (i.e. an internet address) or its UUID plus version number is given (or both).",,~,,m,,,,,"The implementation of this data field for the +
generic ÖKOBAUDAT data may take place after a delay.",1-5-30-112,,,,,,,,2,modellingAndValidation/publicationAndOwnership/referenceToPrecedingDataSetVersion
192.0,,,,D.4.3,v1.0,Permanente Datensatz-URI,Permanent data set URI,permanentDataSetURI,r,"[0,1]",anyURI,"URI (i.e. an internet address) of the original of this data set. [Note: This equally globally unique identifier supports users and software tools to identify and retrieve the original version of a data set via the internet or to check for available updates. The URI must not represent an existing WWW address, but it should be unique and point to the data access point, e.g. by combining the data owner's www path with the data set's UUID, e.g. http://www.mycompany.com/lca/processes/50f12420-8855-12db-b606-0900210c9a66.]",URI zum Original dieses Datensatzes,~,,m,,,,,,1-5-30-300,,,,,,,,2,modellingAndValidation/publicationAndOwnership/permanentDataSetURI
193.0,,,C3.1,D.4.4,v1.0,Zeitpunkt der letzten Änderung,Date of last revision,dateOfLastRevision,r,"[0,1]",dateTime,"Date when the data set was revised for the last time, typically manually set.",Zeitpunkt der letzten Änderung des Datensatzes; typischerweise manuell gesetzt,~,,o,,,,,,1-5-30-113,2012-12-18T12:36:17+01:00,,,,,,,2,modellingAndValidation/publicationAndOwnership/dateOfLastRevision
194.0,,,C3.6,D.4.5,v1.2,Herausgeber,Issuer,referenceToRegistrationAuthority,o,"[0,1]",GlobalReferenceType,"""Contact data set"" of the authority that has registered this data set.",Kontaktdaten des Herausgebers des Datensatzes (z.B. EPD-Programmbetreiber),~,e.g. Program Operator,m,,,semantic,,,1-5-30-200,sphera,,,04JOWJlvj49ebQ1ftBh3$_,,,,2,modellingAndValidation/publicationAndOwnership/referenceToRegistrationAuthority
195.0,,,C3.7,D.4.6,v1.2,Registrierungsnummer,Registration number,registrationNumber,o,"[0,1]",String,A unique identifying number for this data set issued by the registration authority.,ID-Nummer der EPD oder des Projekts,ID number of EPD or project,Not relevant (and thus not mandatory) for generic data.,m,"EPD identification (registration number of the EPD on +
programme operator level).","EPD identification (registration number of the EPD on +
programme operator level).",,,not applicable for generic data,1-5-30-201,,,,2txQS3gq114gZSFxVagfsC (EPD) 0HDajCo4z5ceHjuLiivf0A (project ID),,,,2,modellingAndValidation/publicationAndOwnership/registrationNumber
196.0,,,C3.8,D.4.7,v1.0,Eigner des Datensatzes,Owner of data set,referenceToOwnershipOfDataSet,r,"[0,1]",GlobalReferenceType,"""Contact data set"" of the person or entity who owns this data set. (Note: this is not necessarily the publisher of the data set.)","""Contact""-Datensatz zum Eigentümer des Datensatzes",~,,m,,,,,,1-5-30-115,German Cement Association,,,02xb3mjHD7VPQu6muPWLF5,,,,2,modellingAndValidation/publicationAndOwnership/referenceToOwnershipOfDataSet
197.0,,,C3.9,D.4.8,v1.0,Copyright?,Copyright?,copyright,r,"[0,1]",boolean,"Indicates whether or not a copyright on the data set exists. Decided upon by the ""Owner of data set"". [Note: See also field ""Access and use restrictions"".]",[translation needed],~,Find further explanations in FAQ.,m,,,,,,1-5-30-116,yes,,,,,,,2,modellingAndValidation/publicationAndOwnership/copyright
198.0,,the specified type of license was shifted to further explanation,C3.10,D.4.9,v1.2,Lizenztyp,License type,licenseType,r,"[0,1]","LicenseTypeValues +
Free of charge for all users and usesThis data set can be freely accessed and used by all user types and for all uses, including for commercial purposes +
Free of charge for some user types or use typesThis data set can be accessed free of charge for certain user types, such as academic institutions, students, public administration/government, etc., or for certain types of uses, e.g. not-for-profit. Details and license conditions are to be obtained from the ""Data set owner"" or electronically via the ""Permanent URI"", if implemented by data owner. Also see ""Access and use restrictions"". +
Free of charge for members onlyData set is accessible free of charge only for members. Membership itself must be for free, while not all user types may be able to become member. Membership conditions are to be obtained from the ""Data set owner"" or electronically via the ""Permanent URI"", if implemented by data owner. Also see ""Access and use restrictions"". +
License feeData set is accessible for a license fee. This can be a fee per data set, for a group of data sets, a whole database, or for obtaining a membership to get access to the data. Details and license conditions are to be obtained from the ""Data set owner"" or electronically via the ""Permanent URI"", if implemented by data owner. Also see ""Access and use restrictions"". +
OtherAnother LCI method approach is used. This is named in ""Deviations from LCI method approaches / explanations"" where also additional information is given.",Type of license that applies to the access and use of this data set.,[translation needed],~,,m,,,,,"Proposal: for InData compliant datasets, only values other than ""License fee"" and ""Other"" allowed",1-5-30-119,,,,,,,,2,modellingAndValidation/publicationAndOwnership/licenseType
199.0,,,C3.11,D.4.10,v1.2,Zugriffs- und Nutzungsbeschränkungen,Access and use restrictions,accessRestrictions,r,"[0,1]",FTMultiLang,"Access restrictions / use conditions for this data set as free text or referring to e.g. license conditions. In case of no restrictions ""None"" is entered.",[translation needed],~,,m,,,,,,1-5-30-118,,,,,,,,2,modellingAndValidation/publicationAndOwnership/accessRestrictions
200.0,,,new,D.4.11,v1.0,Anderer Inhalt,Other content,other,o,"[0,1]",,May contain arbitrary content.,,~,,o,,,,,,0,,,,,,,,2,modellingAndValidation/publicationAndOwnership/other
201.0,,,C3.4,D.4.12,v1.2,Datensatz veröffentlicht bei,publisher of the data set,referenceToPublisher,o,"[0,n]",GlobalReferenceType,,"Organisation, welche den EPD-Datensatz publiziert.",Organisation which publishes the EPD data set.,,m,EN 15804+A2: chapter 7.1 e,EN 15804+A2: chapter 7.1 e,,x,,,BBSR,7.1 e,"Name of the program, address of the program operator, and, where available and relevant, the logo and web address",,,,,3,modellingAndValidation/publicationAndOwnership/other/referenceToPublisher
202.0,Defintion and explanation altered.,,D,E,v1.0,Inputs und Outputs,Inputs and Outputs,exchanges,r,"[0,1]",,"Input/Output list of exchanges with the quantitative inventory data, as well as pre-calculated LCIA results.",Liste der Exchanges (Inputs und Outputs),"List of exchanges (inputs and outputs). This list corresponds to the LCI indicators according to EN 15804+A2, 7.2.4.",List  contains also the reference flow.,,,,,,,2025-07-01 00:00:00,,,,,,,,0,exchanges
203.0,,,new,E.1,v1.0,Inputs und Outputs,Inputs and Outputs,exchange,r,"[0,n]",,Input/Output list of exchanges with the quantitative inventory data as well as pre-calculated LCIA results.,Einzelner Exchange (Input oder Output),single exchange (input or output),,,,,,,,1932-07-01 00:00:00,,,,,,,,1,exchanges/exchange
204.0,,,new,E.1.1,v1.0,datensatzinterne ID,Data set internal ID,@dataSetInternalID,r,,Int6,"Automated entry: internal ID, used in the ""Quantitative reference"" section to identify the ""Reference flow(s)"" in case the quantitative reference of this Process data set is of this type.","Automatisch vergebener interner Identifizierer, wird von ""Quantitative Referenz"" verwendet, um den Referenzfluß anzugeben",~,,m,,,,,,1-7-32-120,,,,,,,,2,exchanges/exchange/@dataSetInternalID
205.0,,,new,E.1.2,v1.0,Referenz zum Flußdatensatz,Flow,referenceToFlowDataSet,r,"[1,1]",GlobalReferenceType,"""Flow data set"" of this Input or Output.",Referenz zum Flußdatensatz.,~,,m,,,,,,1-7-32-119,,,,,,,,2,exchanges/exchange/referenceToFlowDataSet
206.0,,,new,E.1.3,v1.0,Funktionstyp,Exchange Function Type,functionType,o,"[0,1]","ExchangeFunctionTypeValues +
General reminder flowReminder flow on the amount of (selected) product and waste flows of included processes. Purely informative flow for additional reporting that has already been fully considered in the inventory of the data set. Serves to document e.g. the total amount of hazardous waste generated over the life cycle of a product system.",,"Funktionstyp des Exchanges. Angabe ""General reminder flow"" obligatorisch für alle Exchanges, die LCI-Indikatoren abbilden (d.h. alle außer dem Referenzfluß).","Function type of the exchange. ""General reminder flow"" is mandatory for all exchanges that represent an LCI indicator (i.e. all except for the reference flow).",,m,,,,,,,,,,,,,,2,exchanges/exchange/functionType
207.0,,,new,E.1.4,v1.0,Richtung,Exchange direction,exchangeDirection,r,"[0,1]","ExchangeDirectionValues +
InputFlow in input list of the process, e.g. resources from nature or energy carriers, or commodities and services entering from the technosphere. (In case the flow has an negative ""resulting amount"" value this is equivalent to belonging to the output list of the process.) +
OutputFlow in output list of the process, e.g. emissions to nature, or products and waste going to the technosphere into another process. (In case the flow has a negative ""resulting amount"" value this is equivalent to belonging to the input list of the process.)",Direction of Input or Output flow.,Richtung des Flusses (Input oder Output),~,,m,,,,,,1-7-32-123,,,,,,,,2,exchanges/exchange/exchangeDirection
208.0,,,new,E.1.5,v1.0,Mittelwert,Mean amount,meanAmount,r,"[1,1]",Real,Mean amount of the Input or Output. Only significant digits of the amount should be stated.,"Mittelwert des Inputs bzw. Outputs (Angabe nur für den Referenzfluß, i.d.R. 1).","Mean amount of the Input or Output (only for the reference flow, usually 1).",,m,,,,,,1-7-32-125,,,,,,,,2,exchanges/exchange/meanAmount
209.0,,,D1.6,E.1.6,v1.0,Allgemeine Erläuterungen,Comment,generalComment,o,"[0,1]",StringMultiLang,"General comment on this specific Input or Output, e.g. commenting on the data sources used and their specific representatuveness etc., on the status of ""finalisation"" of an entry as workflow information, etc.",Allgemeine Erläuterungen,~,,o,,,,,,1-7-32-136,,,,,,,,2,exchanges/exchange/generalComment
210.0,,,new,E.1.7,v1.0,Anderer Inhalt,Other content,other,o,"[0,1]",,May contain arbitrary content.,,~,,o,,,,,,0,,,,,,,,2,exchanges/exchange/other
211.0,not in original table,,D1.1,E.1.8,v1.1,Indikator,Indicator,,m,,,Reference to the LCIA method dataset describing the indicator.,,~,,m,,,,,,,,,,,,,,0,nan
212.0,,,D1.4,E.1.9,v1.1,Wert,Value,epd:amount,m,"[0,n]",Real,,Zahlenmäßiger Wert für diesen Parameter,Amount for this parameter,,m,,,,x,,,,,,,,,,2,nan/epd:amount
213.0,,,D1.2,E.1.10,v1.1,Modul/Phase,Module/Phase,@epd:module,m,,String,,"Modul oder Phase (z.B. ""A1-A3"")","Module or phase (e.g. ""A1-A3"")",,m,EN 15804+A2: chapter 7.1 g,EN 15804+A2: chapter 7.1 g,,x,,,,7.1 g,"Information on which life cycle phases of the product are not considered, if the declaration does not cover all life cycle phases",0iG86Nq4v6v9psJFRlyam9,,,,2,nan/@epd:module
214.0,,,D1.3,E.1.11,v1.1,Szenario,Scenario,@epd:scenario,o,,String,,"Verweis auf die oben definierte ID eines Szenarios (falls definiert), für das dieser Wert gilt.",References ID of a scenario defined above,,o,,,,x,,,,,,,,,,2,nan/@epd:scenario
215.0,,,D1.5,E.1.12,v1.1,Einheitengruppe,Unit group,epd:referenceToUnitGroupDataSet,m,"[1,1]",GlobalReferenceType,,Verweis auf den Einheitengruppen-Datensatz,"""unit group data set"" with the units used to measure the LCIA results.",Given as a function of the respective parameter,m,,,,x,,,,,,,,,,2,nan/epd:referenceToUnitGroupDataSet
216.0,,,E,F,v1.0,Wirkbilanz-Ergebnisse,LCIA results,LCIAResults,o,"[0,1]",,List with the pre-calculated LCIA results of the Input/Output list of this data set. May contain also inventory-type results such as primary energy consumption etc.,Liste der Wirkbilanz-Ergebnisse,List with results for the LCIA Indicators according to EN 15804+A2.,,,,,,,,2025-08-01 00:00:00,,,,,,,,0,LCIAResults
217.0,,,,F.1,v1.0,Wirkbilanz-Ergebnis,LCIA result,LCIAResult,o,"[0,n]",,Single LCIA result,Einzelnes Wirkbilanz-Ergebnis,~,,,,,,,,2001-08-01 00:00:00,,,,,,,,1,LCIAResults/LCIAResult
218.0,,new field name; red: title 'repaired' according to original table,E1.1,F.1.1,v1.0,LCIA-Methode,LCIA method/Indicator,referenceToLCIAMethodDataSet,o,"[1,1]",GlobalReferenceType,"""LCIA method data set"" applied to calculate the LCIA results.",Verweis auf die LCIA-Methode,Reference to the LCIA method dataset describing the indicator.,,m,,,,,,1-8-1-100,,,,,,,,2,LCIAResults/LCIAResult/referenceToLCIAMethodDataSet
219.0,,,new,F.1.2,v1.0,Erläuterungen,Comment,generalComment,o,"[0,1]",StringMultiLang,"General comment on this specific LCIA result, e.g. commenting on the correspondence of the inputs and outputs with the applied LCIA method etc.",Allgemeine Erläuterungen,~,,o,,,,,,1-8-1-104,,,,,,,,2,LCIAResults/LCIAResult/generalComment
220.0,,,new,F.1.3,v1.0,Anderer Inhalt,Other content,other,o,"[0,1]",,May contain arbitrary content.,,~,,o,,,,,,0,,,,,,,,2,LCIAResults/LCIAResult/other
221.0,,,E1.4,F.1.4,v1.1,Wert,Value,epd:amount,m,"[0,n]",Real,,Zahlenmäßiger Wert für diesen Parameter,Amount for this parameter,,m,,,,x,,,,,,,,,,2,LCIAResults/LCIAResult/epd:amount
222.0,Pleas check hierarchy; changes in definition 'repaired',,E1.2,F.1.4.1,v1.1,Modul/Phase,Module/Phase,@epd:module,m,,String,,"Modul oder Phase (z.B. ""A1-A3"")","Module or phase according to EN 15804 (e.g. ""A1-A3"")",,m,"EN 15804+A2: tables 3, 4, 6 & 7","EN 15804+A2: tables 3, 4, 6 & 7",,x,,,,"T3, T4, T6, T7","LCIA - Core env indicators +
LCIA - add env indicators +
LCIA - ressource use parameters +
LCIA - waste categories +",0iG86Nq4v6v9psJFRlyam9,,,,2,LCIAResults/LCIAResult/@epd:module
223.0,Pleas check hierarchy,,E1.3,F.1.4.2,v1.1,Szenario,Scenario,@epd:scenario,o,,String,,"Verweis auf die oben definierte ID eines Szenarios (falls definiert), für das dieser Wert gilt.",References ID of a scenario defined above,,o,,,,x,,,,,,,,,,2,LCIAResults/LCIAResult/@epd:scenario
224.0,,,E1.5,F.1.5,v1.1,Einheitengruppe,Unit group,epd:referenceToUnitGroupDataSet,m,"[1,1]",GlobalReferenceType,,Verweis auf den Einheitengruppen-Datensatz,"""unit group data set"" with the units used to measure the LCIA results. Given as a function of the respective parameter",,m,"EN 15804+A2: tables 3, 4, 6 & 7","EN 15804+A2: tables 3, 4, 6 & 7",,x,,,,"T3, T4, T6, T7","LCIA - Core env indicators +
LCIA - add env indicators +
LCIA - ressource use parameters +
LCIA - waste categories +",,,,,2,LCIAResults/LCIAResult/epd:referenceToUnitGroupDataSet
225.0,"not part of the data format, in the old table of definition indicated as 'flow'",,F,G,,,Product flow properties,,,,,,,,,,,,,,,,,,,,,,,0,nan
226.0,,,F1,G.1,,,Material properties,,,,,"Declaration of relevant non-scaling physical product properties such as density etc. that are necessary for conversion to other dimensions or scaling of the LCA results +
The following material properties are currently supported: +
- bulk density [kg/m³] kilograms per cubic metre +
- grammage [kg/m²] kilograms per square metre +
- gross density [kg/m³] kilograms per cubic metre +
- layer thickness [m] metres +
- productiveness [m²] square metres +
- linear density [kg/m] kilograms per metre +
- conversion factor to 1 kg (*) +
(*) EN 15804 (clause 6.3.2 in EN 15804:2012+A1:2013; clause 6.3.4 in Draft EN 15804/prA 2017-11-23 respectively): ‘For the development of scenarios, for example for transport and disposal, conversion factors to mass per declared unit shall be provided.’",,~,,m,EN 15804+A2: chapter 7.1 b,EN 15804+A2: chapter 7.1 b,,,"Recommendation: Declare at least the conversion factor to 1 kg and in addition as many material properties as appropriate for your product. LCA calculation tools for buildings operate with different declared units and conversion factors, most commonly used: indicators per kg in combination with density in kg/m3. Thus different data bases will prescribe corresponding material properties depending on the fed LCA calculation tool. Find further explanations in FAQ",,,7.1 b,declared or functional unit to which the data refers,,,,,0,nan
227.0,,,F2,G.2,,,Biogenic carbon content,,m,,,,,,,m,,,,,,,,,,,,,,0,nan
228.0,"ok check: is ""-1000"" in case of ommission still valid?",,F2.1,G.2.1,,,Biogenic carbon content in product,,m,,,,,,,m,EN 15804+A2: table 9,EN 15804+A2: table 9,,,"If ommited according to EN 15804+A2, specify -1000",,,T9,biog. C-content product,,,,,0,nan
229.0,"ok check: is ""-1000"" in case of ommission still valid?",,F2.3,G.2.2,,,"Biogenic carbon content in +
accompanying packaging",,m,,,,,,,m,EN 15804+A2: table 9,EN 15804+A2: table 9,,,"If ommited according to EN 15804+A2, specify -1000",,,T9,biog. C-content packaging,,,,,0,nan
230.0,,,new,G.2.3,,,Information on where explanatory material can be obtained.,,,,,https://github.com/InDataWG/ILCD-EPD-Data-Format/issues/19,,~,,o,EN 15804+A2: chapter 7.1 l,EN 15804+A2: chapter 7.1 l,,,,,,7.1 l,Information on where explanatory material can be obtained.,,,,,0,nan
231.0,"We don't understand the meaning of this line, please check our proposal of editors below +
You can contact Gundi if you are interested in the reasons why this data cannot be so easily quantified.",,new,G.3,,,Indoor air,,,,,https://github.com/InDataWG/ILCD-EPD-Data-Format/issues/9,,~,,o,EN 15804+A2: chapter 7.4.1,EN 15804+A2: chapter 7.4.1,,,,,,7.4.1,Indoor air,,,,,0,nan
232.0,Definition of content by editors - please check and supplement technical information; if yes: same kind of information as impacts on soil and water (B9 for the moment),,new,G.3,,Indoor air,Indoor air,,,,,https://github.com/InDataWG/ILCD-EPD-Data-Format/issues/9,,~,,o,EN 15804+A2: chapter 7.4.1,EN 15804+A2: chapter 7.4.1,,,,,,7.4.1,Indoor air,,,,,0,nan
235.0,Definition of content by editors - please check and supplement technical information,,new,G.3.1,,Indoor air - Stellungnahme,Indoor air statement,,,,,,,"Statement regarding emissions to indoor air, according to the horizontal standards on measurement of release of regulated dangerous substances from construction products using harmonised testing methods according to the provisions of the respective Technical Committees for European product standards, when available.",,o,EN 15804+A2: chapter 7.4.1,EN 15804+A2: chapter 7.4.1,,,,,The product fulfils the indoor air standards of natureplus guideline  RL5010 - Low-emission building products,,,,,,,0,nan
